month,year,data_status,alcoholic_beer_total_proxy_kl,regular_beer_excluding_low_calorie_proxy_kl,low_calorie_light_beer_proxy_kl,nonalcoholic_beer_proxy_kl,nonalcoholic_beer_market_value_proxy_million_krw,cass_fresh_proxy_kl,cass_light_proxy_kl,cass_0_0_or_all_zero_proxy_kl,alcoholic_total_annual_anchor_kl,low_calorie_share_assumption,cass_fresh_share_assumption,cass_light_share_assumption,cass_zero_share_of_na_assumption,monthly_weight_total_beer,monthly_weight_low_calorie,monthly_weight_nonalc,hs2203_import_kg_actual,hs2203_export_kg_actual,google_trends_beer,google_trends_imported_beer,google_trends_nonalc_beer,google_trends_cass_beer,google_trends_cass_light,google_trends_cass_zero_terms,generation_formula_note,seoul_avg_temp_c,seoul_avg_max_temp_c,seoul_precipitation_mm,seoul_hot_days_30c,seoul_rain_days,days_in_month,weekend_days,public_holiday_count_kr_approx,is_summer_peak_jun_aug,is_kbo_regular_season,weather__year,month_num,quarter,weather__days_in_month,month_sin_annual,month_cos_annual,is_winter_dec_feb,is_spring_mar_may,is_summer_jun_aug,is_autumn_sep_nov,is_summer_peak_jul_aug,is_year_end_nov_dec,is_school_vacation_approx_jan_feb_jul_aug,weather__seoul_avg_temp_c,weather__seoul_avg_max_temp_c,seoul_avg_min_temp_c,seoul_month_max_temp_c,seoul_month_min_temp_c,seoul_avg_apparent_temp_c,seoul_avg_max_apparent_temp_c,seoul_avg_min_apparent_temp_c,seoul_month_max_apparent_temp_c,weather__seoul_precipitation_mm,seoul_rain_mm,seoul_snowfall_cm,seoul_precipitation_hours,seoul_wet_days_0_1mm,seoul_rain_days_1mm,seoul_heavy_rain_days_30mm,seoul_very_heavy_rain_days_80mm,seoul_dry_days_lt1mm,weather__seoul_hot_days_30c,seoul_heatwave_warning_days_33c,seoul_tropical_nights_25c,seoul_freezing_days_min_lt0c,seoul_ice_days_max_lt0c,seoul_cold_wave_days_min_le_minus12c,seoul_apparent_heat_days_32c,seoul_cooling_degree_days_18c,seoul_heating_degree_days_18c,seoul_cooling_degree_days_26c,seoul_wind_speed_mean_kmh_daily,seoul_wind_speed_max_kmh_daily,seoul_wind_gust_max_kmh,seoul_shortwave_radiation_mj_m2_sum,seoul_shortwave_radiation_mj_m2_daily_mean,seoul_daylight_hours_sum,seoul_sunshine_hours_sum,seoul_relative_humidity_mean_pct,seoul_relative_humidity_min_pct,seoul_relative_humidity_max_pct,seoul_hourly_temp_p95_c,seoul_hourly_apparent_temp_p95_c,seoul_hourly_wind_speed_mean_kmh,seoul_hourly_wind_speed_p95_kmh,seoul_air_no2_ppm,seoul_air_o3_ppm,seoul_air_co_ppm,seoul_air_so2_ppm,seoul_pm10_ug_m3,seoul_pm25_ug_m3,seoul_pm10_month_avg_bad_flag_gt80,seoul_pm25_month_avg_bad_flag_gt35,air_quality_station_nm,air_quality_missing_flag,data_source_weather,data_source_air_quality,events__year,events__days_in_month,events__weekend_days,public_holiday_count_kr,public_holiday_weekday_count_kr,nonworking_days_weekend_or_holiday,longest_consecutive_nonwork_days,long_weekend_3plus_days_in_month,holiday_names_kr,events__is_summer_peak_jun_aug,is_vacation_peak_jul_aug,kbo_regular_games,kbo_regular_game_days,events__is_kbo_regular_season,kbo_postseason_games,kbo_postseason_game_days,is_kbo_postseason,sports_major_event_days,is_sports_major_event_month,olympics_days,fifa_world_cup_days,asian_games_days,sports_major_event_names,regional_festival_count_planned,regional_festival_days_est,regional_festival_offline_or_hybrid_count,regional_festival_offline_or_hybrid_days_est,regional_festival_vague_date_count,beer_festival_count_keyword,beer_festival_days_est_keyword,beer_festival_offline_or_hybrid_count_keyword,events_data_source_note,news_beer_general_count,news_cass_ob_count,news_nonalc_count,news_weather_demand_count,news_festival_beer_count,news_regulation_health_price_count,news_beer_general_positive_keyword_count,news_beer_general_negative_keyword_count,news_cass_ob_positive_keyword_count,news_cass_ob_negative_keyword_count,news_nonalc_positive_keyword_count,news_nonalc_negative_keyword_count,news_weather_demand_positive_keyword_count,news_weather_demand_negative_keyword_count,news_festival_beer_positive_keyword_count,news_festival_beer_negative_keyword_count,news_regulation_health_price_positive_keyword_count,news_regulation_health_price_negative_keyword_count,news_health_trend_title_count,news_price_regulation_title_count,news_weather_title_count,news_event_title_count,news_total_index,news_sentiment_balance_proxy,news_data_source_note,korea_cpi_generated_index_2020_01_100,korea_cpi_generated_yoy_pct,korea_annual_cpi_inflation_anchor_pct,imported_beer_unit_value_usd_per_kg,imported_beer_unit_value_yoy_pct,google_trends_inflation_m物가,google_trends_dining_price,google_trends_beer_price,google_trends_alcohol_price,google_trends_consumer_sentiment,price_pressure_search_index,ob_major_price_increase_event_dummy,months_since_ob_price_event_cap6,economic_price_data_source_note
2022-11,2022,official_annual_disaggregated,123202.8,121835.5,1367.3,1181.8,4727.3,52361.2,1367.3,401.8,1824200.0,0.027,0.425,0.027,0.34,0.067538,0.027761,0.090909,0.0,7647869.8,76.0,0.0,2.0,99.0,0.0,15.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,7.79,13.6,59.4,0,12,30,8,0,0,0,2022,11,4,30,-0.5,0.866,0,0,0,1,0,1,0,7.79,13.5967,2.85,22.2,-8.9,4.99,10.8067,-0.4933,20.4,59.4,59.3,0.07,57.0,12,6,0,0,24,0,0,0,6,1,0,0,0.0,306.3,0.0,8.99,27.9,51.5,288.34,9.6113,305.2456,222.9201,72.1958,28,100,15.605,13.6,8.9951,19.915,0.031,0.019,0.5,0.003,37.0,24.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2022,30,8,0,0,8,2,0,none,0,0,0,0,0,6,6,1,11,1,0,11,0,FIFA World Cup Qatar 2022,55,224,55,224,36,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,147,49,24,25,0,38,29,4,10,1,2,0,6,0,0,0,3,4,23,11,0,83,283,41,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,107.773,4.881,5.1,,,84.0,0.0,6.0,2.0,1.0,92.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2022-12,2022,official_annual_disaggregated,146291.1,140029.1,6262.0,590.9,2363.6,62173.7,6262.0,200.9,1824200.0,0.027,0.425,0.027,0.34,0.080195,0.127139,0.045455,14962996.06,7222062.81,78.0,0.0,1.0,62.0,15.0,16.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-4.65,0.08,11.3,0,9,31,9,0,0,0,2022,12,4,31,-0.0,1.0,1,0,0,0,0,1,0,-4.6484,0.0806,-8.4097,7.8,-17.5,-9.2871,-4.6742,-13.3,4.6,11.3,3.9,5.18,33.0,9,4,0,0,27,0,0,0,31,16,6,0,0.0,702.1,0.0,8.9194,29.6,56.2,267.58,8.6316,298.2057,231.1174,56.3495,15,97,3.67,-0.4,8.9138,21.685,0.028,0.02,0.5,0.003,36.0,21.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2022,31,9,1,0,9,2,0,2022-12-25 기독탄신일,0,0,0,0,0,0,0,0,18,1,0,18,0,FIFA World Cup Qatar 2022,35,141,35,141,16,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,115,31,16,19,0,35,36,1,7,0,1,0,7,1,0,0,2,0,13,1,3,23,216,51,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,108.221,5.1,5.1,0.8779,1.637,87.0,0.0,5.0,2.0,1.0,94.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2023-01,2023,official_annual_disaggregated,162335.8,155848.6,6487.3,1073.3,4293.3,68668.1,6487.3,375.7,1822000.0,0.03,0.423,0.03,0.35,0.089098,0.118684,0.066667,19923548.22,8932706.58,82.0,0.0,1.0,39.0,19.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,-3.5,1.85,36.3,0,11,31,9,3,0,0,2023,1,1,31,0.5,0.866,1,0,0,0,0,0,1,-3.5,1.8548,-7.7968,11.1,-18.5,-8.1065,-2.9387,-12.6097,9.0,36.3,23.7,8.82,69.0,11,6,0,0,25,0,0,0,29,10,5,0,0.0,666.5,0.0,9.8903,29.8,58.3,295.8,9.5419,306.7666,231.4201,60.414,19,100,5.2,2.0,9.8915,22.1,0.038,0.018,0.7,0.004,67.0,48.0,0,1,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2023,31,9,5,2,11,4,4,2023-01-01 신정연휴; 2023-01-21 설날 전날; 2023-01-22 설날; 2023-01-23 설날 다음날; 2023-01-24 설날 대체 휴일,0,0,0,0,0,0,0,0,0,0,0,0,0,none,24,142,24,142,2,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,99,22,14,17,0,44,23,5,4,1,3,1,1,2,0,0,4,9,34,22,4,5,196,17,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,108.541,4.974,3.6,0.8494,3.631,92.0,0.0,4.0,3.0,1.0,99.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2023-02,2023,official_annual_disaggregated,144610.4,143508.6,1101.8,1073.3,4293.3,61170.2,1101.8,375.7,1822000.0,0.03,0.423,0.03,0.35,0.079369,0.020158,0.066667,19027101.18,10822595.16,72.0,1.0,1.0,60.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,0.07,5.77,2.6,0,4,28,8,0,0,0,2023,2,1,28,0.866,0.5,1,0,0,0,0,0,1,0.0679,5.7679,-4.425,9.4,-7.0,-4.0643,1.3786,-8.6357,5.8,2.6,2.4,0.14,14.0,4,1,0,0,27,0,0,0,27,0,0,0,0.0,502.1,0.0,8.8607,26.2,50.0,353.64,12.63,302.2185,242.8487,64.1637,18,100,6.945,3.1,8.8494,19.145,0.028,0.03,0.5,0.003,40.0,31.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2023,28,8,0,0,8,2,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,none,20,76,19,72,3,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,167,29,12,25,0,39,38,8,14,0,3,0,3,2,0,0,3,14,24,41,3,4,272,37,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,108.861,4.849,3.6,0.8844,2.23,92.0,0.0,4.0,3.0,1.0,99.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2023-03,2023,official_annual_disaggregated,158941.9,150604.8,8337.1,1073.3,4293.3,67232.4,8337.1,375.7,1822000.0,0.03,0.423,0.03,0.35,0.087235,0.152527,0.066667,24744989.05,8330436.2,76.0,1.0,1.0,61.0,26.0,16.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,7.18,14.05,18.1,0,8,31,8,1,0,0,2023,3,1,31,1.0,0.0,0,1,0,0,0,0,0,7.1774,14.0548,1.2452,22.0,-4.8,3.7839,10.8097,-2.6516,21.0,18.1,18.1,0.0,37.0,8,3,0,0,28,0,0,0,13,0,0,0,0.0,335.5,0.0,9.6806,30.9,55.8,508.98,16.4187,370.3592,287.7939,60.789,16,100,17.74,15.085,9.6763,19.9,0.028,0.038,0.5,0.003,61.0,31.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2023,31,8,1,1,9,2,0,2023-03-01 삼일절,0,0,0,0,0,0,0,0,0,0,0,0,0,none,50,166,50,166,15,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,235,57,21,16,0,48,66,19,28,3,4,0,5,0,0,0,0,14,22,56,0,16,377,67,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,109.182,4.723,3.6,0.9103,10.456,84.0,0.0,5.0,3.0,2.0,92.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2023-04,2023,official_annual_disaggregated,171827.5,165789.9,6037.6,1073.3,4293.3,72683.0,6037.6,375.7,1822000.0,0.03,0.423,0.03,0.35,0.094307,0.110457,0.066667,18392836.03,9103243.23,89.0,1.0,1.0,91.0,17.0,19.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,11.92,17.67,103.7,0,15,30,10,0,0,1,2023,4,2,30,0.866,-0.5,0,1,0,0,0,0,0,11.92,17.6667,6.5833,26.5,0.7,9.1233,14.98,3.6733,25.9,103.7,103.7,0.0,99.0,15,11,1,0,19,0,0,0,0,0,0,0,0.0,182.4,0.0,11.3267,38.2,71.6,489.35,16.3117,394.7265,234.8315,63.7917,14,100,20.21,17.81,11.3308,23.005,0.022,0.036,0.4,0.003,56.0,20.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2023,30,10,0,0,10,2,0,none,0,0,120,26,1,0,0,0,0,0,0,0,0,none,156,570,156,570,63,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,323,94,12,36,0,45,73,21,34,7,1,0,6,1,0,0,2,15,11,50,6,35,510,72,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,109.505,4.598,3.6,0.9364,3.842,78.0,1.0,6.0,2.0,1.0,87.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2023-05,2023,official_annual_disaggregated,163140.9,161860.0,1280.8,1073.3,4293.3,69008.6,1280.8,375.7,1822000.0,0.03,0.423,0.03,0.35,0.089539,0.023433,0.066667,18074904.14,9354828.9,84.0,1.0,1.0,68.0,0.0,13.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,17.27,22.9,166.8,0,9,31,8,3,0,1,2023,5,2,31,0.5,-0.866,0,1,0,0,0,0,0,17.2742,22.9,12.1806,27.9,5.5,16.6387,22.5806,11.129,29.9,166.8,166.8,0.0,99.0,9,7,3,0,24,0,0,0,0,0,0,0,24.6,47.1,0.0,9.4258,29.4,51.8,598.64,19.311,439.6708,285.2734,70.7917,23,100,24.9,24.9,9.4288,18.97,0.02,0.0394,0.39,0.003,34.0,18.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2023,31,8,3,2,10,3,6,2023-05-05 어린이날; 2023-05-27 부처님오신날; 2023-05-29 부처님오신날 대체 휴일,0,0,113,26,1,0,0,0,0,0,0,0,0,none,175,706,174,705,69,0,0,0,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,256,80,15,41,0,38,59,17,45,1,1,0,10,2,0,0,6,5,44,15,12,39,430,96,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,109.828,4.472,3.6,0.9509,2.92,75.0,0.0,5.0,2.0,1.0,82.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2023-06,2023,official_annual_disaggregated,148249.8,140511.5,7738.2,2146.7,8586.7,62709.6,7738.2,751.3,1822000.0,0.03,0.423,0.03,0.35,0.081366,0.14157,0.133333,20498352.08,8458854.54,73.0,0.0,2.0,70.0,24.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,21.42,25.89,220.3,2,21,30,8,1,1,1,2023,6,2,30,0.0,-1.0,0,0,1,0,0,0,0,21.4167,25.8933,17.6467,33.9,14.1,23.1133,28.08,18.8,36.2,220.3,220.3,0.0,165.0,21,14,3,0,16,2,1,0,0,0,0,5,102.5,0.0,0.3,8.74,26.6,46.4,583.32,19.444,441.321,275.3612,80.3194,38,100,27.305,30.7,8.7497,18.7,0.0165,0.0449,0.39,0.0026,23.0,16.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2023,30,8,1,1,9,2,0,2023-06-06 현충일,1,0,121,25,1,0,0,0,0,0,0,0,0,none,72,270,72,270,33,2,3,2,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,319,74,23,34,0,46,85,13,33,1,4,2,10,5,0,0,2,7,24,32,15,52,496,106,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,110.152,4.347,3.6,0.9317,9.634,67.0,0.0,4.0,2.0,1.0,73.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2023-07,2023,official_annual_disaggregated,157549.7,156373.3,1176.4,1073.3,4293.3,66643.5,1176.4,375.7,1822000.0,0.03,0.423,0.03,0.35,0.086471,0.021522,0.066667,22492441.74,8050104.8,77.0,0.0,1.0,64.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,25.1,28.77,417.9,12,28,31,10,0,1,1,2023,7,3,31,-0.5,-0.866,0,0,1,0,1,0,1,25.1032,28.771,22.1032,33.0,19.7,29.1355,33.4355,25.3581,39.6,417.9,417.9,0.0,274.0,28,19,7,0,12,12,1,0,0,0,0,21,220.2,0.0,7.7,8.9806,28.8,51.5,507.78,16.38,448.6349,234.3237,86.3737,50,100,30.5,36.0,8.979,19.485,0.0179,0.0342,0.4,0.0027,22.0,17.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2023,31,10,0,0,10,2,0,none,1,1,83,20,1,0,0,0,0,0,0,0,0,none,64,325,64,325,31,2,4,2,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,293,84,14,42,0,44,89,7,46,3,4,0,10,8,0,0,6,1,31,19,26,47,477,136,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,110.477,4.222,3.6,0.9123,7.907,60.0,0.0,5.0,2.0,1.0,67.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2023-08,2023,official_annual_disaggregated,167998.0,166747.0,1251.0,3220.0,12880.0,71063.1,1251.0,1127.0,1822000.0,0.03,0.423,0.03,0.35,0.092205,0.022887,0.2,24114123.73,8760080.75,82.0,1.0,3.0,66.0,0.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,25.63,29.27,311.0,16,24,31,8,1,1,1,2023,8,3,31,-0.866,-0.5,0,0,1,0,1,0,1,25.629,29.2677,22.5194,33.7,19.5,29.729,34.0677,26.0677,40.0,311.0,311.0,0.0,240.0,24,18,4,0,13,16,2,0,0,0,0,21,236.5,0.0,20.2,8.4645,25.7,47.5,503.94,16.2561,421.3935,270.8937,83.9435,53,100,31.285,36.885,8.4605,17.985,0.0158,0.0324,0.36,0.0029,18.0,14.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2023,31,8,1,1,9,2,0,2023-08-15 광복절,1,1,113,26,1,0,0,0,0,0,0,0,0,none,97,311,97,311,66,3,4,3,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,251,85,16,43,0,46,101,3,62,0,9,0,18,14,0,0,6,4,23,11,25,136,441,175,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,110.803,4.098,3.6,0.9401,10.093,57.0,0.0,5.0,2.0,1.0,64.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2023-09,2023,official_annual_disaggregated,151832.5,145696.9,6135.6,1073.3,4293.3,64225.1,6135.6,375.7,1822000.0,0.03,0.423,0.03,0.35,0.083333,0.11225,0.066667,18261064.85,10708369.99,77.0,1.0,1.0,75.0,18.0,0.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,21.95,25.95,144.9,2,20,30,9,2,0,1,2023,9,3,30,-1.0,-0.0,0,0,0,1,0,0,0,21.9533,25.9467,18.5967,30.5,12.4,24.1833,28.6433,20.2033,35.8,144.9,144.9,0.0,194.0,20,13,1,0,17,2,0,0,0,0,0,5,118.6,0.0,0.0,7.3533,19.9,39.2,439.77,14.659,373.3025,238.0726,81.7222,45,100,28.0,31.5,7.355,14.505,0.0166,0.0343,0.38,0.0028,16.0,11.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2023,30,9,3,2,11,6,3,2023-09-28 추석 전날; 2023-09-29 추석; 2023-09-30 추석 다음날,0,0,110,27,1,0,0,0,8,1,0,0,8,Hangzhou 2022 Asian Games (held 2023),157,566,157,566,89,1,1,1,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,203,64,17,34,0,43,75,5,32,0,4,1,16,0,0,0,5,6,33,18,2,74,361,120,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,111.13,3.973,3.6,0.9221,10.271,63.0,0.0,5.0,3.0,1.0,71.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
2023-10,2023,official_annual_disaggregated,140937.2,136568.3,4368.9,1073.3,4293.3,59616.4,4368.9,375.7,1822000.0,0.03,0.423,0.03,0.35,0.077353,0.079928,0.066667,18752957.57,7494165.16,70.0,1.0,1.0,57.0,12.0,13.0,Annual beer market anchored to e-Nara/NTS+Comtrade apparent market; monthly split = normalized blend of HS2203 import kg and Google Trends beer. Low-cal and nonalc segments are generated from observed market anchors and Google Trends seasonality.,13.66,18.87,25.0,0,10,31,9,4,0,0,2023,10,4,31,-0.866,0.5,0,0,0,1,0,0,0,13.6645,18.871,9.2871,22.0,4.0,12.471,17.9355,7.5161,22.4,25.0,25.0,0.0,53.0,10,5,0,0,26,0,0,0,0,0,0,0,0.0,134.4,0.0,7.6,24.7,45.0,404.66,13.0535,348.4667,264.2525,76.3548,35,100,20.0,19.785,7.6044,15.485,0.0235,0.0268,0.45,0.003,22.0,14.0,0,0,중구,0,Open-Meteo Historical Weather API; Seoul City Hall coordinates; ERA5/ECMWF reanalysis/model archive,Seoul Open Data MonthlyAverageAirQuality API; station=중구; sample-key one-station query,2023,31,9,3,3,12,6,6,2023-10-02 임시공휴일; 2023-10-03 개천절; 2023-10-09 한글날,0,0,60,17,1,6,6,1,8,1,0,0,8,Hangzhou 2022 Asian Games (held 2023),349,1020,349,1020,212,2,2,2,KR holidays from python-holidays/KR observed rules; KBO official Schedule.asmx; MCST regional festival ZIP/XLSX files; global sports event dates hand-coded from official event calendars.,297,84,15,25,0,48,55,70,36,25,5,1,10,1,0,0,2,35,12,115,6,56,469,-24,Google News RSS cache generated by prior collection; monthly article counts by query category; deduplicated within category-month-title-link; keyword sentiment is simple title keyword count proxy.,111.458,3.849,3.6,0.9251,13.056,62.0,0.0,4.0,1.0,1.0,67.0,0,,Comtrade HS2203 import unit value actual; Google Trends price/economy search actual; CPI index generated from annual Korea CPI inflation anchors; OB price event dummy manually coded from public price-increase reporting.
